"usuario","textoLcu","fuente","favs","rt","lugar","seguidores","texto_original"
"tiagopzk","EL BIZA LA SOLTÓ…
PERO EL LA AGARRÓ,
Y A LA PISTA LA PARTIÓ:
EN DOS, EN DOS","Twitter for iPhone",0,2437,"",1302318,"EL BIZA LA SOLTÓ…
PERO EL @tiagopzk LA AGARRÓ,
Y A LA PISTA LA PARTIÓ:
EN DOS, EN DOS"
"tiagopzk","Where is the love?","Twitter for iPhone",16877,1173,"",1302318,"Where is the love?"
"MariaBecerra22","#NuevaFotoDePerfil ","Twitter for iPhone",62302,862,"",2294625,"#NuevaFotoDePerfil https://t.co/34l09zarwh"
"DukiSSJ","AJAJAJAJ ke hdp","Twitter for iPhone",1529,24,"LAS NUBES",2840074,"@aguantemessi22 @ThisIsDuki @emimernes_ AJAJAJAJ ke hdp"
"emimernes_","que me rechazas el pochoclo tonto ","Twitter for iPhone",5263,69,"Argentina",1017029,"que me rechazas el pochoclo tonto @rusherkingg"
"DukiSSJ","Yo te amo","Twitter for iPhone",48367,768,"LAS NUBES",2840073,"@emimernes_ Yo te amo"
"tiagopzk","el tema de rusher y tiago es de verdad increíble big la rompió tambien los tres se lucieron no están listos","Twitter for iPhone",0,145,"",1302318,"el tema de rusher y tiago es de verdad increíble big la rompió tambien los tres se lucieron no están listos"
"rusherkingg","JAJAJAJAJAJAJA TKM","Twitter for iPhone",1359,24,"Santiago del Estero, Argentina",854599,"@Dementardox JAJAJAJAJAJAJA TKM"
"MariaBecerra22","SI","Twitter for iPhone",313,17,"",2294625,"@becerravocals SI"
"DukiSSJ","2x0 vd voy al major ctmreeeeeeee","Twitter for iPhone",0,544,"LAS NUBES",2840073,"2x0 vd @paiNGamingBR voy al major ctmreeeeeeee"
"MariaBecerra22","Normal jajajajjajaja ","Twitter for iPhone",10643,360,"",2294625,"Normal jajajajjajaja https://t.co/CNtbC6ac2T"
"cazzuoficial","Una vez un sabio dijo: a esta hora tengo más copas que el Barcelona, y te meto mano y me siento Maradona","Twitter for iPhone",0,202,"Buenos Aires, Argentina",1653203,"Una vez un sabio dijo: a esta hora tengo más copas que el Barcelona, y te meto mano y me siento Maradona"
"rusherkingg","Sin querer todos esos besos que nos dimos","Twitter for iPhone",10155,477,"Santiago del Estero, Argentina",854599,"Sin querer todos esos besos que nos dimos"
"tiagopzk","Wacho estoy teniendo parálisis de sueño, si alguien le pasó y sabe como tratarlo k me diga","Twitter for iPhone",42247,508,"",1302318,"Wacho estoy teniendo parálisis de sueño, si alguien le pasó y sabe como tratarlo k me diga"
"TruenoOficiaI","ATREVIDO EN VIVO
— Ya disponible en YouTube y Spotify la versión de Atrevido en Vivo. <U+0001F525>
• • ","Twitter for iPhone",0,147,"Buenos Aires, Argentina",1348060,"ATREVIDO EN VIVO
— Ya disponible en YouTube y Spotify la versión de Atrevido en Vivo. <U+0001F525>
• https://t.co/jATc9ACO9b
• https://t.co/IP0Pf0Cduh https://t.co/e1nuEsgX6i"
"emimernes_","puedo hacer el remix del remix ? <U+0001F97A> ahre","Twitter for iPhone",1107,28,"Argentina",1017029,"@sevenkayne puedo hacer el remix del remix ? <U+0001F97A> ahre"
"emimernes_","Yyy, la morocha de nogoya me tiene loco <U+0001F913>","Twitter for iPhone",0,653,"Argentina",1017029,"@tiagopzk Yyy, la morocha de nogoya me tiene loco <U+0001F913>"
"DukiSSJ","DALE A PERÚ DUKOOOO <U+0001F1F5><U+0001F1EA><U+2764><U+FE0F>","Twitter for iPhone",0,37,"LAS NUBES",2840074,"@DukiSSJ DALE A PERÚ DUKOOOO <U+0001F1F5><U+0001F1EA><U+2764><U+FE0F>"
"KiddKeo95Flames","necesito un concierto d así me reseteo la vida de la mejor manera posible","Twitter for iPhone",0,13,"ROCKPORT",473625,"necesito un concierto d @KiddKeo95Flames así me reseteo la vida de la mejor manera posible"
"kheayf","to los míos viven young flex ","Twitter for iPhone",3817,354,"Argentina",1515685,"to los míos viven young flex https://t.co/7uv6VItiRf"
