"usuario","textoLcu","fuente","favs","rt","lugar","seguidores","texto_original"
"MariaBecerra22","Felices x siempre ya disponible en Spotify <U+2665><U+FE0F><U+0001F60D> ","Twitter for iPhone",9844,743,"",2294625,"Felices x siempre ya disponible en Spotify <U+2665><U+FE0F><U+0001F60D> https://t.co/bf0WlELMfT"
"MariaBecerra22","Estaba limpiando mi pieza con la playlist de Comencé bailando como loca y terminé llorando en el suelo por el cacas.","Twitter for iPhone",0,361,"",2294625,"Estaba limpiando mi pieza con la playlist de @MariaBecerra22. Comencé bailando como loca y terminé llorando en el suelo por el cacas."
"DukiSSJ","Nooo muy fachero, ido","Twitter for iPhone",6453,22,"LAS NUBES",2840074,"@Duk3t4 @LITkillah Nooo muy fachero, ido"
"tiagopzk","No llores más, busca tranquilidad, un rio de sal, inestabilidad.","Twitter for iPhone",13825,895,"",1302318,"No llores más, busca tranquilidad, un rio de sal, inestabilidad."
"rusherkingg","PORQUE NO LE CREEN A HARRY QUE VOLDEMORT ESTA VIVO MANGA DE GILES","Twitter for iPhone",16020,647,"Santiago del Estero, Argentina",854599,"PORQUE NO LE CREEN A HARRY QUE VOLDEMORT ESTA VIVO MANGA DE GILES"
"TruenoOficiaI","Se rompió Barcelona dicen por ahi <U+0001F618>","Twitter for iPhone",14831,314,"Buenos Aires, Argentina",1348060,"Se rompió Barcelona dicen por ahi <U+0001F618>"
"MariaBecerra22","Ya tengo 22<U+0001F60D><U+0001F60D><U+0001F60D>","Twitter for iPhone",69388,1062,"",2294625,"Ya tengo 22<U+0001F60D><U+0001F60D><U+0001F60D>"
"cazzuoficial","tas soltera?","Twitter for iPhone",5407,44,"Buenos Aires, Argentina",1653203,"@chilenabelu tas soltera?"
"TruenoOficiaI","GRAN REX","Twitter for iPhone",9196,270,"Buenos Aires, Argentina",1348060,"GRAN REX"
"LITkillah","Mañana sale Antes de ti de mari y rusher, ES DE LOS MEJORES TEMAS LEJOOOO","Twitter for iPhone",20648,507,"Argentina",1569130,"Mañana sale Antes de ti de mari y rusher, ES DE LOS MEJORES TEMAS LEJOOOO"
"tiagopzk","Ya supistesss","Twitter for iPhone",16706,231,"",1302318,"@LITkillah Ya supistesss"
"MariaBecerra22","Hoy 2/2/22 toy grabando el videoclip de mi próxima canción que se estrena el 22/2/22 <U+0001F97A><U+2665><U+FE0F> ","Twitter for iPhone",62105,1650,"",2294625,"Hoy 2/2/22 toy grabando el videoclip de mi próxima canción que se estrena el 22/2/22 <U+0001F97A><U+2665><U+FE0F> https://t.co/0GoatJjRel"
"KiddKeo95Flames","Vaya locura de concierto <U+0001F929>","Twitter for iPhone",0,7,"ROCKPORT",473625,"Vaya locura de concierto <U+0001F929>@KiddKeo95Flames https://t.co/ITMm3suGhF"
"TruenoOficiaI","BIEN O MAL?","Twitter for iPhone",17798,687,"Buenos Aires, Argentina",1348060,"BIEN O MAL?"
"cazzuoficial","Y aunque digan que soy… <U+0001F937><U+0001F3FB><U+200D><U+2640><U+FE0F> TURREO SESSION 9 Disponible en TODOS LAO ","Twitter for iPhone",9214,546,"Buenos Aires, Argentina",1653203,"Y aunque digan que soy… <U+0001F937><U+0001F3FB><U+200D><U+2640><U+FE0F> TURREO SESSION 9 Disponible en TODOS LAO https://t.co/xTKT9dRPhe"
"kheayf","dale vro saludos","Twitter for iPhone",2914,35,"Argentina",1515685,"@LITkillah @litkillaharg dale vro saludos"
"DukiSSJ","Gracias por el amor hermano","Twitter for iPhone",3773,20,"LAS NUBES",2840074,"@alexand98796368 @SRfranketooo Gracias por el amor hermano"
"tiagopzk","Solo te pido una chaaaaaaanceeeee","Twitter for iPhone",42894,4682,"",1302318,"Solo te pido una chaaaaaaanceeeee"
"KiddKeo95Flames","Buenos días<U+0001F91E><U+0001F3FB>","Twitter for iPhone",659,47,"ROCKPORT",473625,"Buenos días<U+0001F91E><U+0001F3FB>"
"MariaBecerra22","Te adorooo! Gracias por tirarme la buena siempre mi pabli<U+0001F60D><U+2665><U+FE0F>","Twitter for iPhone",5192,72,"",2294625,"@PabloAgustin Te adorooo! Gracias por tirarme la buena siempre mi pabli<U+0001F60D><U+2665><U+FE0F>"
"MariaBecerra22","<U+0001F9F8> ","Twitter for iPhone",66228,865,"",2294625,"<U+0001F9F8> https://t.co/TDlyTdHcSF"
"bizarrap","ES HOY, 19:00hs <U+0001F1E6><U+0001F1F7> BZRP SESSION #23 ","Twitter for iPhone",258484,21240,"Buenos Aires, Argentina",3278395,"ES HOY, 19:00hs <U+0001F1E6><U+0001F1F7> BZRP SESSION #23 @paulolondra https://t.co/jeuLMqmj1p"
"LITkillah","Nuevo sueño desbloqueado: tener un perro Doberman y ponerle “Doberto”","Twitter for iPhone",38655,1317,"Argentina",1569130,"Nuevo sueño desbloqueado: tener un perro Doberman y ponerle “Doberto”"
"DukiSSJ","Vamos a cambiar a un lugar más grande mi gente de Peru, trankilos","Twitter for iPhone",18903,388,"LAS NUBES",2840074,"Vamos a cambiar a un lugar más grande mi gente de Peru, trankilos"
"cazzuoficial","cómo no me avisaron que hace UN AÑO EXACTAMENTE salió TURRA? <U+0001F92F> y hoy estrenamos TURREO SESSION 9 idiiii","Twitter for iPhone",13533,257,"Buenos Aires, Argentina",1653203,"cómo no me avisaron que hace UN AÑO EXACTAMENTE salió TURRA? <U+0001F92F> y hoy estrenamos TURREO SESSION 9 idiiii"
"DukiSSJ","ARGENTINA EN LA CASA LA CONCHA DE LA LORA","Twitter for iPhone",0,1002,"LAS NUBES",2840074,"ARGENTINA EN LA CASA LA CONCHA DE LA LORA"
"cazzuoficial","Opinólogo y memes.","Twitter for iPhone",685,16,"Buenos Aires, Argentina",1653203,"@_morapr Opinólogo y memes."
"TruenoOficiaI","Más bombas guardadas que el ejército","Twitter for iPhone",12175,467,"Buenos Aires, Argentina",1348060,"Más bombas guardadas que el ejército"
"kheayf","kheaaaieee","Twitter for iPhone",11960,456,"Argentina",1515685,"kheaaaieee"
"rusherkingg","Que les pareció pa co? Hace mucho no me metía en un reggaetón así, toy contento","Twitter for iPhone",10399,146,"Santiago del Estero, Argentina",854599,"Que les pareció pa co? Hace mucho no me metía en un reggaetón así, toy contento"
"bizarrap","Porque siento que yooooo","Twitter for iPhone",0,489,"Buenos Aires, Argentina",3278395,"Porque siento que yooooo"
"kheayf","100M para Donde Estas <U+0001F97A><U+0001F498>gracias de <U+2764><U+FE0F> ","Twitter for iPhone",5854,206,"Argentina",1515685,"100M para Donde Estas <U+0001F97A><U+0001F498>gracias de <U+2764><U+FE0F> https://t.co/r7C8OsLFvG"
"cazzuoficial","pa cuando ese nuevo disco?","Twitter for iPhone",936,23,"Buenos Aires, Argentina",1653203,"@Dellafuente_ pa cuando ese nuevo disco?"
"emimernes_","imagínate que la mismísima emilia mernes te mire mientras perrea, yo no viviría para contarlo ","Twitter for iPhone",0,641,"Argentina",1017029,"imagínate que la mismísima emilia mernes te mire mientras perrea, yo no viviría para contarlo https://t.co/mPKlSAy4pF"
"rusherkingg","La puta madre los audios q mandé en pedo ayer soy un culiao jajajajajaja","Twitter for iPhone",31380,679,"Santiago del Estero, Argentina",854599,"La puta madre los audios q mandé en pedo ayer soy un culiao jajajajajaja"
"TruenoOficiaI","Like b.i.g y la vida giiiiiiiiii","Twitter for iPhone",0,121,"Buenos Aires, Argentina",1348060,"@TruenoOficiaI Like b.i.g y la vida giiiiiiiiii"
