"usuario","textoLcu","fuente","favs","rt","lugar","seguidores","texto_original"
"rusherkingg","Y si supiera que ella está como pa co","Twitter for iPhone",11581,288,"Santiago del Estero, Argentina",854599,"Y si supiera que ella está como pa co"
"kheayf","Que les pareció pa co? Hace mucho no me metía en un reggaetón así, toy contento","Twitter for iPhone",0,146,"Argentina",1515685,"Que les pareció pa co? Hace mucho no me metía en un reggaetón así, toy contento"
"DukiSSJ","Asan, Bhavi - Teca RMX (Ft. Neo Pistea, Ysy a, Midel &amp; Rei)

Midel: ""un sharau al chico estrella""

(2/5) ","Twitter for iPhone",0,38,"LAS NUBES",2840074,"Asan, Bhavi - Teca RMX (Ft. Neo Pistea, Ysy a, Midel &amp; Rei)

Midel: ""un sharau al chico estrella""

(2/5) https://t.co/3DeLT28aOP"
"DukiSSJ","uacho faltan 50 entradas para agotar el ultimo opera trap aca en buenos aires, para vos que te falta entrada DALE LOCO 
quiero que desaparezcan hoy corte puff

","Twitter for iPhone",0,22,"LAS NUBES",2840074,"uacho faltan 50 entradas para agotar el ultimo opera trap aca en buenos aires, para vos que te falta entrada DALE LOCO 
quiero que desaparezcan hoy corte puff

https://t.co/6QMrifT1ts"
"MariaBecerra22","JAJAJAJSJSJSJSJSJJSJWJWJWJ","Twitter for iPhone",486,2,"",2294625,"@julianmendozza @tiagopzk JAJAJAJSJSJSJSJSJJSJWJWJWJ"
"bizarrap","PORQUE SIENTO QUE YOOOOOOOOOOO","Twitter for iPhone",0,1151,"Buenos Aires, Argentina",3278395,"PORQUE SIENTO QUE YOOOOOOOOOOO"
"KiddKeo95Flames","Creo que ayer no me faltaba nada más por hacer en el show de Zaragoza<U+0001F923><U+0001F923>

Lo dimos todo!!<U+0001F525><U+0001F525><U+0001F525>","Twitter for iPhone",356,10,"ROCKPORT",473625,"Creo que ayer no me faltaba nada más por hacer en el show de Zaragoza<U+0001F923><U+0001F923>

Lo dimos todo!!<U+0001F525><U+0001F525><U+0001F525>"
"tiagopzk","En MI OPINION el remix de Entre Nosotros esta mejor que la original.. vofi","Twitter for iPhone",0,1341,"",1302318,"En MI OPINION el remix de Entre Nosotros esta mejor que la original.. vofi"
"DukiSSJ","<U+0001F60D> ","Twitter for iPhone",0,84,"LAS NUBES",2840074,"<U+0001F60D> @dgtcsgo"
"MariaBecerra22","Que temones que voy a sacar","Twitter for iPhone",49569,962,"",2294625,"Que temones que voy a sacar"
"bizarrap","si amigo!!<U+0001F91C><U+0001F3FB><U+0001F91B><U+0001F3FB> what a race","Twitter for iPhone",839,10,"Buenos Aires, Argentina",3278395,"@PierreGASLY @AlphaTauriF1 si amigo!!<U+0001F91C><U+0001F3FB><U+0001F91B><U+0001F3FB> what a race"
"KiddKeo95Flames","Cuando este tema llegue a 100mil visitas saco tema Yo.

#DTO
","Twitter for iPhone",332,10,"ROCKPORT",473625,"Cuando este tema llegue a 100mil visitas saco tema Yo.

#DTO
https://t.co/KmPUglMk5A"
"TruenoOficiaI","mami acá llegó el tigeraje<U+0001F60E> ","Twitter for iPhone",0,319,"Buenos Aires, Argentina",1348060,"mami acá llegó el tigeraje<U+0001F60E> https://t.co/aNHT40Pwub"
"TruenoOficiaI","Ya pasamos mil batallas ahora somos guerrilleros","Twitter for iPhone",52153,3302,"Buenos Aires, Argentina",1348060,"Ya pasamos mil batallas ahora somos guerrilleros"
"cazzuoficial","<U+0001F97A><U+2764><U+FE0F><U+0001F97A><U+2764><U+FE0F><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D>","Twitter for iPhone",318,5,"Buenos Aires, Argentina",1653203,"@HerBerazategui <U+0001F97A><U+2764><U+FE0F><U+0001F97A><U+2764><U+FE0F><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D>"
"MariaBecerra22","El negro que tenia un 222 grandote en la espalda? Reflectivo?<U+0001F60D><U+2665><U+FE0F>","Twitter for iPhone",12296,68,"",2294625,"@valen_reales El negro que tenia un 222 grandote en la espalda? Reflectivo?<U+0001F60D><U+2665><U+FE0F>"
"kheayf","porke se ke tienes otro<U+0001F494><U+0001F494> ","Twitter for iPhone",13883,334,"Argentina",1515685,"porke se ke tienes otro<U+0001F494><U+0001F494> https://t.co/QvJJpLWnNN"
"KiddKeo95Flames","EN 2019 HICE ESTO Y NO HE VISTO A NADIE REPETIRLO. ","Twitter for iPhone",653,46,"ROCKPORT",473625,"EN 2019 HICE ESTO Y NO HE VISTO A NADIE REPETIRLO. https://t.co/fuc8Mxfvp5"
"TruenoOficiaI","RAP and ROLL <U+0001F525><U+0001F605><U+0001F618> ","Twitter for iPhone",11486,364,"Buenos Aires, Argentina",1348060,"RAP and ROLL <U+0001F525><U+0001F605><U+0001F618> https://t.co/xJOoyYgRk4"
"LITkillah","Voy a viralizar el #Bendiced <U+0001F64F><U+0001F3FB> como meme, dejo este twet pa q cuando se pegue recuerden q yo lo invente aviso","Twitter for iPhone",18708,531,"Argentina",1569130,"Voy a viralizar el #Bendiced <U+0001F64F><U+0001F3FB> como meme, dejo este twet pa q cuando se pegue recuerden q yo lo invente aviso"
"rusherkingg","Como un niño me tiene si me mira","Twitter for iPhone",12324,945,"Santiago del Estero, Argentina",854599,"Como un niño me tiene si me mira"
"DukiSSJ","Voy a empezar a tocar pininfarina en el vivo","Twitter for iPhone",57456,1022,"LAS NUBES",2840073,"Voy a empezar a tocar pininfarina en el vivo"
"PauloLondra","Siempre ready pal game 
#leonesconflow 
#adidassuperestar
#ChangeIsATeamSport
adidasar ","Instagram",2365,103,"",1741703,"Siempre ready pal game 
#leonesconflow 
#adidassuperestar
#ChangeIsATeamSport
adidasar https://t.co/sK6NSvW0ym"
"emimernes_","me mata","Twitter for iPhone",1181,16,"Argentina",1017029,"@BelitoRafa me mata"
"tiagopzk","Tiago PZK se estará presentando hoy en #LOS40PrimaveraPOP en Madrid y pueden ver la transmisión por: — El festival comienza a las 20hs<U+0001F1EA><U+0001F1E6> y 15hs<U+0001F1E6><U+0001F1F7> ","Twitter for iPhone",0,58,"",1302318,"Tiago PZK se estará presentando hoy en #LOS40PrimaveraPOP en Madrid y pueden ver la transmisión por: https://t.co/FD9FmFnH9W

— El festival comienza a las 20hs<U+0001F1EA><U+0001F1E6> y 15hs<U+0001F1E6><U+0001F1F7> https://t.co/QtSQiynpEA"
"emimernes_","$60 $300 #CorrientesNosNecesita ","Twitter for iPhone",2559,454,"Argentina",1017029,"$60 https://t.co/1zxRFT6IVQ
$300 https://t.co/9QM04kwiuZ
#CorrientesNosNecesita https://t.co/5CEn9WMo6o"
"KiddKeo95Flames","Soy lo q soy por lo que soy","Twitter for iPhone",2166,378,"ROCKPORT",473625,"Soy lo q soy por lo que soy"
"emimernes_","Dato Curioso: ¿Sabías que cuando dice ""la más rica de Argentina"" se refiere a MABEL? <U+0001F62E>

#FindeEnMTVHits","Twitter for iPhone",0,34,"Argentina",1017029,"Dato Curioso: ¿Sabías que cuando @emimernes_ dice ""la más rica de Argentina"" se refiere a MABEL? <U+0001F62E>

#FindeEnMTVHits"
"TruenoOficiaI","Jajajajssjs","Twitter for iPhone",2623,57,"Buenos Aires, Argentina",1348060,"@naikinai19 Jajajajssjs"
"DukiSSJ","YA SALIO EL VIDEO GRACIAS POR ESPERAR Y BANCAR, GRACIASSS

","Twitter for iPhone",0,6955,"LAS NUBES",2840073,"YA SALIO EL VIDEO GRACIAS POR ESPERAR Y BANCAR, GRACIASSS

https://t.co/TmeK8hs95E"
"kheayf","<U+2764><U+FE0F><U+200D><U+0001FA79> ","Twitter for iPhone",26159,451,"Argentina",1515685,"<U+2764><U+FE0F><U+200D><U+0001FA79> https://t.co/TQsigpXrl4"
"LITkillah","Literal fue asi, el lokito del krom lo hizo en 4 horas jajajajajja ","Twitter for iPhone",11247,281,"Argentina",1569130,"Literal fue asi, el lokito del krom lo hizo en 4 horas jajajajajja https://t.co/NHuOopsXYP"
"KiddKeo95Flames","Mi ganga vuelve este añito... ","Twitter for iPhone",186,4,"ROCKPORT",473625,"Mi ganga vuelve este añito... https://t.co/KmPUglLMg2"
"bizarrap","el duko, lo mas grande q hay amigo ","Twitter for iPhone",58358,3369,"Buenos Aires, Argentina",3278395,"el duko, lo mas grande q hay amigo https://t.co/rOqoWa89qg"
"DukiSSJ","Les puedo asegurar q el movistar de hoy va a ser una fiestaaa <U+0001F92F><U+0001F92F>  ","Twitter for iPhone",0,62,"LAS NUBES",2840073,"Les puedo asegurar q el movistar de hoy va a ser una fiestaaa <U+0001F92F><U+0001F92F>  @FMK026"
"KiddKeo95Flames","TALE$ 100K #VELICO ","Twitter for iPhone",118,3,"ROCKPORT",473625,"TALE$ 100K #VELICO https://t.co/QYgRF7vFBW"
"DukiSSJ","ACABAMOS DE SALIR A LAS VENTAS EN PERU - LIMA 
NOS VEMOS EL 9 DE SEPTIEMBRE  <U+0001F1F5><U+0001F1EA><U+0001F1F5><U+0001F1EA><U+0001F1F5><U+0001F1EA>","Twitter for iPhone",5350,122,"LAS NUBES",2840074,"ACABAMOS DE SALIR A LAS VENTAS EN PERU - LIMA 
NOS VEMOS EL 9 DE SEPTIEMBRE  <U+0001F1F5><U+0001F1EA><U+0001F1F5><U+0001F1EA><U+0001F1F5><U+0001F1EA>"
"LITkillah","<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F1E6><U+0001F1F7><U+2764><U+FE0F><U+200D><U+0001F525> ","Twitter for iPhone",11933,350,"Argentina",1569130,"<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F1E6><U+0001F1F7><U+2764><U+FE0F><U+200D><U+0001F525> https://t.co/bNdRoysAGY"
"KiddKeo95Flames","Lloro haciendo melodías","Twitter for iPhone",1300,91,"ROCKPORT",473625,"Lloro haciendo melodías"
"tiagopzk","Soy un pesado","Twitter for iPhone",31777,2549,"",1302318,"Soy un pesado"
