"usuario","textoLcu","fuente","favs","rt","lugar","seguidores","texto_original"
"MariaBecerra22","Muchas gracias hermosa<U+0001F60D> ","Twitter for iPhone",3016,67,"",2294625,"Muchas gracias hermosa<U+0001F60D> https://t.co/80E5VBJsct"
"DukiSSJ","Salío el disco de soy feli , vayan todos a escucharlo ya","Twitter for iPhone",14957,1009,"LAS NUBES",2840073,"Salío el disco de @_morapr soy feli , vayan todos a escucharlo ya"
"bizarrap","<U+0001F3CE><U+0001F4A8> <U+0001F1E6><U+0001F1F7>x<U+0001F1EB><U+0001F1F7> ","Twitter for iPhone",80550,2047,"Buenos Aires, Argentina",3278395,"<U+0001F3CE><U+0001F4A8> @PierreGASLY 
<U+0001F1E6><U+0001F1F7>x<U+0001F1EB><U+0001F1F7> https://t.co/vcPhDwo5IJ"
"MariaBecerra22","Ay que hermosa foto<U+0001F60D> ","Twitter for iPhone",14306,227,"",2294625,"Ay que hermosa foto<U+0001F60D> https://t.co/UvPQq8kMLk"
"PauloLondra","Con la mente en el juego 

When te dicen que la hipotenusa es la raíz cuadrada de la suma del cuadrado de los catetos jeh

#holavite
#leonesconflow 

adidasar 
#adidassuperstar ","Instagram",2752,114,"",1741703,"Con la mente en el juego 

When te dicen que la hipotenusa es la raíz cuadrada de la suma del cuadrado de los catetos jeh

#holavite
#leonesconflow 

adidasar 
#adidassuperstar https://t.co/0L7eZF6aa3"
"rusherkingg","<U+0001F607> ","Twitter for iPhone",17685,274,"Santiago del Estero, Argentina",854599,"<U+0001F607> https://t.co/s3k8hBkwBR"
"PauloLondra","Entonce
mi mente recuerda el dembow 
también ese ron que nos tomamos <U+0001F3BC>","Twitter for iPhone",18583,1079,"",1741703,"Entonce
mi mente recuerda el dembow 
también ese ron que nos tomamos <U+0001F3BC>"
"rusherkingg","El tiempo pone las cosas en su lugar sabía decir mi abuela","Twitter for iPhone",18779,1639,"Santiago del Estero, Argentina",854599,"El tiempo pone las cosas en su lugar sabía decir mi abuela"
"rusherkingg","DEVUÉLVEME EL CORAZOOOOON QUE ME HACE FALTA Y NO PUEDO ENAMORARMEEEEEE KE TEMAZO","Twitter for iPhone",10495,331,"Santiago del Estero, Argentina",854599,"DEVUÉLVEME EL CORAZOOOOON QUE ME HACE FALTA Y NO PUEDO ENAMORARMEEEEEE KE TEMAZO"
"LITkillah","que temaso ese AAAAAAAA","Twitter for iPhone",12823,273,"Argentina",1569130,"@PauloLondra que temaso ese AAAAAAAA"
"emimernes_","que tosico respeta mi privacida 
que mi wuasa no es tuio bájale a tu intensida","Twitter for iPhone",50821,2869,"Argentina",1017029,"que tosico respeta mi privacida 
que mi wuasa no es tuio bájale a tu intensida"
"cazzuoficial","<U+0001F97A><U+2764><U+FE0F>","Twitter for iPhone",55,5,"Buenos Aires, Argentina",1653203,"@annabella_vp <U+0001F97A><U+2764><U+FE0F>"
"LITkillah","Nuevo sueño desbloqueado: tener un perro Doberman y ponerle “Doberto”","Twitter for iPhone",38655,1317,"Argentina",1569130,"Nuevo sueño desbloqueado: tener un perro Doberman y ponerle “Doberto”"
"emimernes_","MAÑANA ","Twitter for iPhone",16841,585,"Argentina",1017029,"MAÑANA https://t.co/3WDLIWOAwt"
"LITkillah","Nas ganas de tener el pelo blanco denuevo","Twitter for iPhone",25908,631,"Argentina",1569130,"Nas ganas de tener el pelo blanco denuevo"
"kheayf","TE FUISTE ft. 02/03
POR MI CANAL ","Twitter for iPhone",0,243,"Argentina",1515685,"TE FUISTE ft. @luckraok 02/03
POR MI CANAL https://t.co/y9S2aos1Wr"
"TruenoOficiaI","Una wachita de rosario q ahora forrea en Miami la tenes? <U+0001F618>","Twitter for iPhone",7926,215,"Buenos Aires, Argentina",1348060,"@naikinai19 Una wachita de rosario q ahora forrea en Miami la tenes? <U+0001F618>"
"emimernes_","la entre ríos que urquiza soñooooo","Twitter for iPhone",18141,578,"Argentina",1017029,"la entre ríos que urquiza soñooooo"
"PauloLondra","No saben el honor que fue poder aprender de este señor, Ruben magnano ","Twitter for iPhone",43444,879,"",1741703,"No saben el honor que fue poder aprender de este señor, Ruben magnano https://t.co/DUbbqHgsSx"
