"usuario","textoLcu","fuente","favs","rt","lugar","seguidores","texto_original"
"kheayf","100M para Donde Estas <U+0001F97A><U+0001F498>gracias de <U+2764><U+FE0F> ","Twitter for iPhone",5854,206,"Argentina",1515685,"100M para Donde Estas <U+0001F97A><U+0001F498>gracias de <U+2764><U+FE0F> https://t.co/r7C8OsLFvG"
"PauloLondra","El flow intacto jeh ","Twitter for iPhone",23276,1943,"",1741703,"El flow intacto jeh https://t.co/lmDAk6VsL6"
"DukiSSJ","NE MUERO POR QUE PASE ESTO #MOTOMAMI TOUR ","Twitter for iPhone",0,4855,"LAS NUBES",2840074,"NE MUERO POR QUE PASE ESTO #MOTOMAMI TOUR https://t.co/SRiGmXedp2"
"bizarrap","yo mirando la lata de Duki nicki y bizarrap: ","Twitter for iPhone",0,936,"Buenos Aires, Argentina",3278395,"yo mirando la lata de Duki nicki y bizarrap: https://t.co/g6OtAmEPCQ"
"LITkillah","Y ahora de q me disfrazo","Twitter for iPhone",17780,689,"Argentina",1569130,"Y ahora de q me disfrazo"
"DukiSSJ","CERRA EL ORTO GIL, VOY A JUGAR CON ECUADOR IMBECIL MALA LECHE","Twitter for iPhone",1006,14,"LAS NUBES",2840074,"@Dementardox @gonchobanzas @LuknCSGO CERRA EL ORTO GIL, VOY A JUGAR CON ECUADOR IMBECIL MALA LECHE"
"DukiSSJ","Hola gente buenas tardes cómo andan?
Explico fácil y rápido
-Si quieren sacar turno para una optimización aca -Si demoro en responder es porque las voy sacando x orden de llegada, no sean ansiosos.
-Precio 2000$ / 20usd PayPal
-El q no quiera pagar/pueda mi YT","Twitter for iPhone",0,22,"LAS NUBES",2840073,"Hola gente buenas tardes cómo andan?
Explico fácil y rápido
-Si quieren sacar turno para una optimización aca @JOptimizaTurnos 
-Si demoro en responder es porque las voy sacando x orden de llegada, no sean ansiosos.
-Precio 2000$ / 20usd PayPal
-El q no quiera pagar/pueda mi YT"
"tiagopzk","Te caigo mal?","Twitter for iPhone",915,16,"",1302318,"@fukintayson Te caigo mal?"
"PauloLondra","En mi salsa <U+0001F30A> ","Instagram",3649,114,"",1741703,"En mi salsa <U+0001F30A> https://t.co/u7OncQyb3F"
"KiddKeo95Flames","Cuando este tema llegue a 100mil visitas saco tema Yo.

#DTO
","Twitter for iPhone",332,10,"ROCKPORT",473625,"Cuando este tema llegue a 100mil visitas saco tema Yo.

#DTO
https://t.co/KmPUglMk5A"
"DukiSSJ","Making the #PGLMajor means the world to these guys <U+0001F525>

<U+0001F1E6><U+0001F1F7> <U+0001F1FA><U+0001F1FE> <U+0001F1E8><U+0001F1F1> ","Twitter for iPhone",0,2902,"LAS NUBES",2840073,"Making the #PGLMajor means the world to these guys <U+0001F525>

<U+0001F1E6><U+0001F1F7> <U+0001F1FA><U+0001F1FE> <U+0001F1E8><U+0001F1F1> @9zTeam https://t.co/G3ILVEea2R"
"rusherkingg","Increíble como la pandemia se comió dos años","Twitter for iPhone",9406,463,"Santiago del Estero, Argentina",854599,"Increíble como la pandemia se comió dos años"
"DukiSSJ","Grande Scola ","Twitter for iPhone",4737,130,"LAS NUBES",2840073,"Grande Scola https://t.co/mTmQuqW4sz"
"LITkillah","WACHO LA BANDA Q TENGO ESTA A OTRO LEVEEEEEEEEL !!!!!!","Twitter for iPhone",14414,308,"Argentina",1569130,"WACHO LA BANDA Q TENGO ESTA A OTRO LEVEEEEEEEEL !!!!!!"
"rusherkingg","Estoy haciendo que esa ma me diga papi","Twitter for iPhone",16751,502,"Santiago del Estero, Argentina",854599,"Estoy haciendo que esa ma me diga papi"
"cazzuoficial","nooo me la conteiner ","Twitter for iPhone",20428,702,"Buenos Aires, Argentina",1653203,"nooo me la conteiner https://t.co/X8dCy2FaVe"
"emimernes_","no estoy embarazada que dicen dios. ustedes quieren infartar a mis papas o que","Twitter for iPhone",122221,1389,"Argentina",1017029,"no estoy embarazada que dicen dios. ustedes quieren infartar a mis papas o que"
"DukiSSJ","Anoche se despachó con 24 PTS | 3 REB | 11 AST <U+2744><U+FE0F>

En los últimos #NBAPlayoffs promedió 29 PTS y 9.5 AST. Los #TrueToAtlanta fueron finalistas del Este...

<U+0001F525> <U+0001D645><U+0001D66A><U+0001D65C><U+0001D656><U+0001D659><U+0001D664><U+0001D667> <U+0001D659><U+0001D65A> <U+0001D665><U+0001D656><U+0001D667><U+0001D669><U+0001D65E><U+0001D659><U+0001D664><U+0001D668> <U+0001D65E><U+0001D662><U+0001D665><U+0001D664><U+0001D667><U+0001D669><U+0001D656><U+0001D663><U+0001D669><U+0001D65A><U+0001D668> <U+0001F525> ","Twitter for iPhone",0,13,"LAS NUBES",2840074,"Anoche @TheTraeYoung se despachó con 24 PTS | 3 REB | 11 AST <U+2744><U+FE0F>

En los últimos #NBAPlayoffs promedió 29 PTS y 9.5 AST. Los #TrueToAtlanta fueron finalistas del Este...

<U+0001F525> <U+0001D645><U+0001D66A><U+0001D65C><U+0001D656><U+0001D659><U+0001D664><U+0001D667> <U+0001D659><U+0001D65A> <U+0001D665><U+0001D656><U+0001D667><U+0001D669><U+0001D65E><U+0001D659><U+0001D664><U+0001D668> <U+0001D65E><U+0001D662><U+0001D665><U+0001D664><U+0001D667><U+0001D669><U+0001D656><U+0001D663><U+0001D669><U+0001D65A><U+0001D668> <U+0001F525> https://t.co/sjbdVP8x0X"
"KiddKeo95Flames","BODY SURFIN' ","Twitter for iPhone",235,13,"ROCKPORT",473625,"BODY SURFIN' https://t.co/PwtLxo40L7"
"rusherkingg","<U+2B50><U+FE0F> ","Twitter for iPhone",27017,428,"Santiago del Estero, Argentina",854599,"<U+2B50><U+FE0F> https://t.co/2Ta0qLynlL"
"PauloLondra","En el strea","Twitter for iPhone",2027,38,"",1741703,"En el strea"
"emimernes_","YAAAAAA","Twitter for iPhone",17074,100,"Argentina",1017029,"@DukiSSJ YAAAAAA"
