"usuario","textoLcu","fuente","favs","rt","lugar","seguidores","texto_original"
"bizarrap","españa #1 <U+0001F1EA><U+0001F1F8><U+0001F5A4>
","Twitter for iPhone",8461,197,"Buenos Aires, Argentina",3278395,"españa #1 <U+0001F1EA><U+0001F1F8><U+0001F5A4>
@el_moraddd 

https://t.co/GNsKoYeh7z https://t.co/fVkeYOrVnc"
"KiddKeo95Flames","SI ESTARAS CON ANUEL???? ","Twitter for iPhone",0,2,"ROCKPORT",473625,"@KiddKeo95Flames SI ESTARAS CON ANUEL???? https://t.co/1co7fkrzpe"
"DukiSSJ","Duki cada vez que le dices eso : ","Twitter for iPhone",0,140,"LAS NUBES",2840074,"@emimernes_ Duki cada vez que le dices eso : https://t.co/nGXbgCQtpb"
"MariaBecerra22","Mañana 22 hs “Felices x Siempre”","Twitter for iPhone",20471,659,"",2294625,"Mañana 22 hs “Felices x Siempre”"
"DukiSSJ","2x1 vs , ahora vs pain por el slot, estamos 4-2, dale wacho ahora mas que nunca","Twitter for iPhone",0,412,"LAS NUBES",2840073,"2x1 vs @EvilGeniuses , ahora vs pain por el slot, estamos 4-2, dale wacho ahora mas que nunca"
"DukiSSJ","VAAAMO 9z","Twitter for iPhone",10631,458,"LAS NUBES",2840074,"VAAAMO 9z"
"cazzuoficial","#Jujuy Es uno de los atractivos más esperados en cada FNE. Conocé desde cuándo podrás ver el trabajo de los estudiantes de la Escuela de Educación Técnica N°1 ""General Savio"" ","Twitter for iPhone",0,10,"Buenos Aires, Argentina",1653203,"#Jujuy Es uno de los atractivos más esperados en cada FNE. Conocé desde cuándo podrás ver el trabajo de los estudiantes de la Escuela de Educación Técnica N°1 ""General Savio"" https://t.co/PFQXd5JNpA"
"bizarrap","mami acá llegó el tigeraje<U+0001F60E> ","Twitter for iPhone",15378,319,"Buenos Aires, Argentina",3278395,"mami acá llegó el tigeraje<U+0001F60E> https://t.co/aNHT40Pwub"
"PauloLondra","Gracias Dios por la familia","Twitter for iPhone",20506,1774,"",1741703,"Gracias Dios por la familia"
"KiddKeo95Flames","Miiierda, se me había olvidado anunciar lo nuevo de KEO COUTURE !Lo teneis en la pagina pero aún no podeis comprar, es un nuevo Proyecto. #RR ","Twitter for iPhone",149,5,"ROCKPORT",473625,"Miiierda, se me había olvidado anunciar lo nuevo de KEO COUTURE !Lo teneis en la pagina pero aún no podeis comprar, es un nuevo Proyecto. #RR https://t.co/MjmjKPl45M"
"DukiSSJ","Les puedo asegurar q el movistar de hoy va a ser una fiestaaa <U+0001F92F><U+0001F92F>  ","Twitter for iPhone",0,62,"LAS NUBES",2840074,"Les puedo asegurar q el movistar de hoy va a ser una fiestaaa <U+0001F92F><U+0001F92F>  @FMK026"
"KiddKeo95Flames","de keo toa la f4cking life <U+0001F621>

","Twitter for iPhone",0,26,"ROCKPORT",473625,"de keo toa la f4cking life <U+0001F621>

@KiddKeo95Flames @KiddKeo95Flames https://t.co/7K19JgfDyO"
"kheayf","MAÑANA PA CO 8PM <U+0001F1E6><U+0001F1F7><U+0001F3E0><U+0001F35C> ","Twitter for iPhone",5904,143,"Argentina",1515685,"MAÑANA PA CO 8PM <U+0001F1E6><U+0001F1F7><U+0001F3E0><U+0001F35C> https://t.co/pzi456Rrbd"
"rusherkingg","El mejor jugador de la historia 
LEBRAAAAAAN JAMES","Twitter for iPhone",0,183,"Santiago del Estero, Argentina",854599,"El mejor jugador de la historia 
LEBRAAAAAAN JAMES"
"tiagopzk","Toy pa unos mimos de la q canta Gabbana","Twitter for iPhone",13071,239,"",1302318,"Toy pa unos mimos de la q canta Gabbana"
"tiagopzk","Lo nuestro fue temporal pero no pasa de moda","Twitter for iPhone",20990,1799,"",1302318,"Lo nuestro fue temporal pero no pasa de moda"
"bizarrap","23 <U+2764><U+FE0F>

x ","Twitter for iPhone",0,3552,"Buenos Aires, Argentina",3278395,"23 <U+2764><U+FE0F>

@bizarrap x @PauloLondra https://t.co/WsBXEsh4NB"
"DukiSSJ","Cuanto respeto, admirable","Twitter for iPhone",4397,47,"LAS NUBES",2840074,"@9zTeam Cuanto respeto, admirable"
"MariaBecerra22","Que lindo ver a mis amigxs y colegas representando en los premios<U+0001F97A><U+0001F64F><U+0001F3FD><U+0001F1E6><U+0001F1F7>","Twitter for iPhone",18101,282,"",2294625,"Que lindo ver a mis amigxs y colegas representando en los premios<U+0001F97A><U+0001F64F><U+0001F3FD><U+0001F1E6><U+0001F1F7>"
"kheayf","Buenos aires os teneis q aprender RICO CUANDO MUERA con el que vamos a destrozarlo en el MOVISTAR ARENA DALEEEEEE <U+0001F1E6><U+0001F1F7><U+0001F1E6><U+0001F1F7><U+0001F1E6><U+0001F1F7><U+0001F1E6><U+0001F1F7><U+0001F1E6><U+0001F1F7><U+0001F1E6><U+0001F1F7><U+0001F1E6><U+0001F1F7><U+0001F1E6><U+0001F1F7>","Twitter for iPhone",0,578,"Argentina",1515685,"Buenos aires os teneis q aprender RICO CUANDO MUERA con el @kheayf que vamos a destrozarlo en el MOVISTAR ARENA DALEEEEEE <U+0001F1E6><U+0001F1F7><U+0001F1E6><U+0001F1F7><U+0001F1E6><U+0001F1F7><U+0001F1E6><U+0001F1F7><U+0001F1E6><U+0001F1F7><U+0001F1E6><U+0001F1F7><U+0001F1E6><U+0001F1F7><U+0001F1E6><U+0001F1F7>"
"cazzuoficial","Yo en ningún lao’ echo raíces ni aunque cuelgues los aparatos, me dice que mata y muere si es por mi<U+0001F577> ","Twitter for iPhone",1291,85,"Buenos Aires, Argentina",1653203,"Yo en ningún lao’ echo raíces ni aunque cuelgues los aparatos, me dice que mata y muere si es por mi<U+0001F577> https://t.co/O8mz6jKBJP"
"DukiSSJ","NO LE CUENTEN A LOS DE INSTAGRAM, PERO MEPA QUE SALIMOS CON LA SEGUNDAA <U+0001F975>","Twitter for iPhone",0,157,"LAS NUBES",2840073,"NO LE CUENTEN A LOS DE INSTAGRAM, PERO MEPA QUE SALIMOS CON LA SEGUNDAA <U+0001F975>"
"KiddKeo95Flames","The king <U+0001F98D>
","Twitter for iPhone",0,27,"ROCKPORT",473625,"The king <U+0001F98D>
@KiddKeo95Flames https://t.co/PNow5CtswT"
"bizarrap","estas tranquilo y de repente BOMBONAAAAA","Twitter for iPhone",0,7405,"Buenos Aires, Argentina",3278395,"estas tranquilo y de repente BOMBONAAAAA"
"LITkillah","ayer me dormi a las 11 de la noche, q me paso? we","Twitter for iPhone",14849,430,"Argentina",1569130,"ayer me dormi a las 11 de la noche, q me paso? we"
"DukiSSJ","Vuelve el León<U+0001F981>","Twitter for iPhone",193524,16073,"LAS NUBES",2840074,"Vuelve el León<U+0001F981>"
"kheayf","portada oficial de ""PA CO"" <U+0001F525> hoy 20hs arg 

- ya pueden activar el recordatorio en el canal de YouTube de KHEA ","Twitter for iPhone",0,51,"Argentina",1515685,"portada oficial de ""PA CO"" <U+0001F525> hoy 20hs arg 

- ya pueden activar el recordatorio en el canal de YouTube de KHEA https://t.co/axjiESZxFI"
"DukiSSJ","chile","Twitter for iPhone",0,10,"LAS NUBES",2840073,"@DukiSSJ chile"
"emimernes_","jsjajajajaajja","Twitter for iPhone",3530,28,"Argentina",1017029,"@albanorl jsjajajajaajja"
"TruenoOficiaI","Ft","Twitter for iPhone",984,65,"Buenos Aires, Argentina",1348060,"@archivetrueno Ft"
"KiddKeo95Flames","Algo ha cambiado dentro de mi.","Twitter for iPhone",4173,1076,"ROCKPORT",473625,"Algo ha cambiado dentro de mi."
"emimernes_","pasen lindo y no tiren pirotecnia xfiss","Twitter for iPhone",43758,5679,"Argentina",1017029,"pasen lindo y no tiren pirotecnia xfiss"
"KiddKeo95Flames","Don’t get lazy now we just getting started ","Twitter for iPhone",0,7,"ROCKPORT",473625,"Don’t get lazy now we just getting started https://t.co/PkSQN3iW8E"
"cazzuoficial","Argentina tiene un público increíble <U+0001F5A4> con sus artistas o los de afuera siempre dándolo todo. Nos amo! <U+0001F1E6><U+0001F1F7>","Twitter for iPhone",18450,527,"Buenos Aires, Argentina",1653203,"Argentina tiene un público increíble <U+0001F5A4> con sus artistas o los de afuera siempre dándolo todo. Nos amo! <U+0001F1E6><U+0001F1F7>"
"PauloLondra","Dios solo deseo paz y amor","Twitter for iPhone",69555,8606,"",1741703,"Dios solo deseo paz y amor"
"DukiSSJ","#YaSupisteTour <U+0001F1F2><U+0001F1FD> + <U+0001F1EA><U+0001F1F8> + <U+0001F1E8><U+0001F1F1> + …. Por donde seguimos?

Mañana sumamos otro país.","Twitter for iPhone",13749,258,"LAS NUBES",2840074,"#YaSupisteTour <U+0001F1F2><U+0001F1FD> + <U+0001F1EA><U+0001F1F8> + <U+0001F1E8><U+0001F1F1> + …. Por donde seguimos?

Mañana sumamos otro país."
