"usuario","textoLcu","fuente","favs","rt","lugar","seguidores","texto_original"
"DukiSSJ","#temporadadereggaeton2 recién arranca","Twitter for iPhone",18087,716,"LAS NUBES",2840074,"#temporadadereggaeton2 recién arranca"
"DukiSSJ","ISG vs SAO CAETANO

Match 1W 1L
 
","Twitter for iPhone",0,11,"LAS NUBES",2840074,"ISG vs SAO CAETANO

Match 1W 1L
 
https://t.co/PdRsTCQcnH"
"MariaBecerra22","Mi Emma hermosa<U+0001F60D><U+2665><U+FE0F> Feliz cumpleañoooos bebita<U+0001F495><U+0001F496> ","Twitter for iPhone",9212,130,"",2294625,"Mi Emma hermosa<U+0001F60D><U+2665><U+FE0F> Feliz cumpleañoooos bebita<U+0001F495><U+0001F496> https://t.co/yZuXzOPZer"
"DukiSSJ","Seeeee <U+0001F60E>","Twitter for iPhone",741,7,"LAS NUBES",2840074,"@Dementardox @gonchobanzas @LuknCSGO Seeeee <U+0001F60E>"
"rusherkingg","Me fui para Europa en 4 días una ansiedad","Twitter for iPhone",10124,128,"Santiago del Estero, Argentina",854599,"Me fui para Europa en 4 días una ansiedad"
"DukiSSJ","Era 31/03 AJAJAJAJA","Twitter for iPhone",28320,414,"LAS NUBES",2840074,"Era 31/03 AJAJAJAJA"
"DukiSSJ","CHILEEEE","Twitter for iPhone",0,7,"LAS NUBES",2840073,"@DukiSSJ CHILEEEE"
"cazzuoficial","este es el MES de NENA TRAMPA <U+0001F979><U+0001F5A4><U+0001F577> por fin !","Twitter for iPhone",7425,403,"Buenos Aires, Argentina",1653203,"este es el MES de NENA TRAMPA <U+0001F979><U+0001F5A4><U+0001F577> por fin !"
"kheayf","aaaaalfin","Twitter for iPhone",644,6,"Argentina",1515685,"@arseovo aaaaalfin"
"bizarrap","MI CA-SE-RI-O

sos un pedazo","Twitter for iPhone",0,222,"Buenos Aires, Argentina",3278395,"MI CA-SE-RI-O

@bizarrap sos un pedazo"
"emimernes_","con este calor no me queda otra que tomar birra todos los días","Twitter for iPhone",57923,8480,"Argentina",1017029,"con este calor no me queda otra que tomar birra todos los días"
"tiagopzk","Tienes mi palabra y eso es lo ultimo que pierdo","Twitter for iPhone",17774,1782,"",1302318,"Tienes mi palabra y eso es lo ultimo que pierdo"
"emimernes_","hoy fue un día complicado","Twitter for iPhone",18801,1369,"Argentina",1017029,"hoy fue un día complicado"
"cazzuoficial","C14TORCE V <U+0001F494> Balada para un alíen HOY 23:59 <U+0001F1E6><U+0001F1F7> ","Twitter for iPhone",12175,990,"Buenos Aires, Argentina",1653203,"C14TORCE V <U+0001F494> Balada para un alíen HOY 23:59 <U+0001F1E6><U+0001F1F7> https://t.co/ifqlHtvgfx"
"rusherkingg","Esta Loquita se tomó un avión en Francia para verme, de verdad muchas gracias por tanto amor, gracias gracias gracias <U+2764><U+FE0F> ","Twitter for iPhone",6996,115,"Santiago del Estero, Argentina",854599,"Esta Loquita se tomó un avión en Francia para verme, de verdad muchas gracias por tanto amor, gracias gracias gracias <U+2764><U+FE0F> https://t.co/tddkehZIFD"
"rusherkingg","SMEREEEEEEEEEEEEE","Twitter for iPhone",4401,71,"Santiago del Estero, Argentina",854599,"SMEREEEEEEEEEEEEE"
"KiddKeo95Flames","Estoy tranquilo, se que este verano Aniquilo.","Twitter for iPhone",748,68,"ROCKPORT",473625,"Estoy tranquilo, se que este verano Aniquilo."
"bizarrap","???? Que hacemo? ","Twitter for iPhone",0,804,"Buenos Aires, Argentina",3278395,"@bizarrap ???? Que hacemo? https://t.co/kDC8FtDeYR"
"kheayf","peleamos y arreglamos con sex","Twitter for iPhone",28938,2529,"Argentina",1515685,"peleamos y arreglamos con sex"
"PauloLondra","Cuchauuuu

#thelifeofpaulo 
#leonesconflow ","Instagram",5415,142,"",1741703,"Cuchauuuu

#thelifeofpaulo 
#leonesconflow https://t.co/ZDA1pjXdGL"
"cazzuoficial","jajaja se hace lo ke se puede mi gente","Twitter for iPhone",211,7,"Buenos Aires, Argentina",1653203,"@GuidoAIRBAG jajaja se hace lo ke se puede mi gente"
"kheayf","to los míos viven young flex ","Twitter for iPhone",3817,354,"Argentina",1515685,"to los míos viven young flex https://t.co/7uv6VItiRf"
"MariaBecerra22","Pero no te vaya a envolver, se que lo hacemo y tu va a volver ","Twitter for iPhone",40248,1484,"",2294625,"Pero no te vaya a envolver, se que lo hacemo y tu va a volver https://t.co/4WoMZRUBnm"
"bizarrap","<U+0001F339><U+0001F339> ","Twitter for iPhone",0,2496,"Buenos Aires, Argentina",3278395,"<U+0001F339><U+0001F339> https://t.co/ZmNeOAeotB"
"tiagopzk","El perrito se fue de casa en pleno brillar de la luna","Twitter for iPhone",17219,468,"",1302318,"El perrito se fue de casa en pleno brillar de la luna"
"TruenoOficiaI","Wacha linda","Twitter for iPhone",5942,119,"Buenos Aires, Argentina",1348060,"@naikinai19 Wacha linda"
"KiddKeo95Flames","69.420% of statistics are false","Twitter for iPhone",0,68595,"ROCKPORT",473625,"69.420% of statistics are false"
"rusherkingg","Otra noche más, que me gana la ansiedad y no me puedo dormir","Twitter for iPhone",29619,4723,"Santiago del Estero, Argentina",854599,"Otra noche más, que me gana la ansiedad y no me puedo dormir"
"PauloLondra","Esssoooo","Twitter for iPhone",2651,37,"",1741703,"@LITkillah Esssoooo"
"PauloLondra","Intentando sacar una foto con el que me caga la house todo el día esku.23, te amo igual locura Jeh 

#leonesconflow
#thelifeofpaulo
#yosoytuamigofiel ","Instagram",2449,97,"",1741703,"Intentando sacar una foto con el que me caga la house todo el día esku.23, te amo igual locura Jeh 

#leonesconflow
#thelifeofpaulo
#yosoytuamigofiel https://t.co/jcnyl5td1c"
"DukiSSJ","JAJAJAJAJ full mecanik","Twitter for iPhone",3037,19,"LAS NUBES",2840073,"@saramalacara_ @lara91k JAJAJAJAJ full mecanik"
"emimernes_","pasen lindo y no tiren pirotecnia xfiss","Twitter for iPhone",43758,5679,"Argentina",1017029,"pasen lindo y no tiren pirotecnia xfiss"
"LITkillah","Fa amigo sos re tarado","Twitter for iPhone",27364,963,"Argentina",1569130,"@GarridoSka @alferdez Fa amigo sos re tarado"
"KiddKeo95Flames","Hola","Twitter for iPhone",2438,127,"ROCKPORT",473625,"Hola"
"LITkillah","Estamos #2 sigan escuchando asi llegamo al 1 <U+0001F5A4><U+0001F5A4><U+0001F5A4> ","Twitter for iPhone",7281,306,"Argentina",1569130,"Estamos #2 sigan escuchando asi llegamo al 1 <U+0001F5A4><U+0001F5A4><U+0001F5A4> https://t.co/aeAjTG6BbF"
"LITkillah","<U+0001F440><U+0001F440><U+0001F440>","Twitter for iPhone",6443,153,"Argentina",1569130,"@tiagopzk <U+0001F440><U+0001F440><U+0001F440>"
"DukiSSJ","THE BULL NADOTTI <U+0001F402><U+0001F402> THE BULL NADOTTI <U+0001F402><U+0001F402> THE BULL NADOTTI <U+0001F402><U+0001F402> THE BULL NADOTTI <U+0001F402><U+0001F402> THE BULL NADOTTI <U+0001F402><U+0001F402>","Twitter for iPhone",0,712,"LAS NUBES",2840074,"THE BULL NADOTTI <U+0001F402><U+0001F402> THE BULL NADOTTI <U+0001F402><U+0001F402> THE BULL NADOTTI <U+0001F402><U+0001F402> THE BULL NADOTTI <U+0001F402><U+0001F402> THE BULL NADOTTI <U+0001F402><U+0001F402>"
"rusherkingg","Aquí con fiebre viendo el video de entre nosotros en vivo, como la rompieron <U+2764><U+FE0F>","Twitter for iPhone",28021,425,"Santiago del Estero, Argentina",854599,"Aquí con fiebre viendo el video de entre nosotros en vivo, como la rompieron <U+2764><U+FE0F>"
"bizarrap","Muy copado lo más! #lasvegas #porelmundo ahora ","Twitter for iPhone",0,291,"Buenos Aires, Argentina",3278395,"Muy copado @bizarrap lo más! #lasvegas #porelmundo ahora @telefe @Moria_Casan https://t.co/JWTDkDDd6o"
"KiddKeo95Flames","2022 INDUSTRIAS KEO.","Twitter for iPhone",719,24,"ROCKPORT",473625,"2022 INDUSTRIAS KEO."
"PauloLondra","Pero 
Para mi si hubo atracción <U+0001F3BC>","Twitter for iPhone",22755,1628,"",1741703,"Pero 
Para mi si hubo atracción <U+0001F3BC>"
"kheayf","PALO ","Twitter for iPhone",6492,155,"Argentina",1515685,"PALO https://t.co/7mL4b3ikeG"
"PauloLondra","Gracias Dios por la familia","Twitter for iPhone",20506,1774,"",1741703,"Gracias Dios por la familia"
"MariaBecerra22","Quien hizo eso?","Twitter for iPhone",175,8,"",2294625,"@gwsbecerra Quien hizo eso?"
"bizarrap","gracias México<U+203C><U+FE0F><U+0001F1F2><U+0001F1FD><U+0001F5A4> ","Twitter for iPhone",20930,598,"Buenos Aires, Argentina",3278395,"gracias México<U+203C><U+FE0F><U+0001F1F2><U+0001F1FD><U+0001F5A4> https://t.co/bsQHJwC5gi"
"TruenoOficiaI","30/11","Twitter for iPhone",12313,251,"Buenos Aires, Argentina",1348060,"30/11"
"PauloLondra","No saquen a un animal de su hábitad natural ","Twitter for iPhone",126668,9388,"",1741703,"No saquen a un animal de su hábitad natural https://t.co/Wbg3PtKUhp"
"emimernes_","que me rechazas el pochoclo tonto ","Twitter for iPhone",5263,69,"Argentina",1017029,"que me rechazas el pochoclo tonto @rusherkingg"
"DukiSSJ","Martino - 2 Phones

""Sharau para el Duko, toy ke goteo no disimulo""

(3/5) ","Twitter for iPhone",0,21,"LAS NUBES",2840073,"Martino - 2 Phones

""Sharau para el Duko, toy ke goteo no disimulo""

(3/5) https://t.co/jT8eXNrBbq"
"cazzuoficial","el resumen de mi vida en una foto. ","Twitter for iPhone",8735,181,"Buenos Aires, Argentina",1653203,"el resumen de mi vida en una foto. https://t.co/btEHWUdHzV"
"PauloLondra","empecé a ver sky rojo y en el primer capítulo aparece lali esposito al lado de una parrilla mientras suena paulo londra de fondo ","Twitter for iPhone",0,3148,"",1741703,"empecé a ver sky rojo y en el primer capítulo aparece lali esposito al lado de una parrilla mientras suena paulo londra de fondo https://t.co/Szh4ytdPbl"
"PauloLondra","Ahora tengo para to para to para to 
Ahora ya no me incomodo porque ando con mis lobo","Twitter for iPhone",8768,278,"",1741703,"Ahora tengo para to para to para to 
Ahora ya no me incomodo porque ando con mis lobo"
"KiddKeo95Flames","Pero que alivio","Twitter for iPhone",0,1,"ROCKPORT",473625,"@KiddKeo95Flames Pero que alivio"
"PauloLondra","Como cuando pasas al frente y quedas ahí donado jeh  jjajajaj 

1- localizando el hielo 
2- hielo localizau skus

#leonesconflow
#thelifeofpaulo 

El loco lyrics en Miami Beach, Florida ","Instagram",2479,98,"",1741703,"Como cuando pasas al frente y quedas ahí donado jeh  jjajajaj 

1- localizando el hielo 
2- hielo localizau skus

#leonesconflow
#thelifeofpaulo 

El loco lyrics en Miami Beach, Florida https://t.co/zEGuyDzwO6"
"tiagopzk","nos fuimo a montevideooo<U+0001F496><U+0001F496><U+0001F496><U+0001F496><U+0001F496> ","Twitter for iPhone",0,23,"",1302318,"nos fuimo a montevideooo<U+0001F496><U+0001F496><U+0001F496><U+0001F496><U+0001F496> https://t.co/rSl7dI7aPS"
"TruenoOficiaI","Somos pobres con futuro como Tevez","Twitter for iPhone",40654,2266,"Buenos Aires, Argentina",1348060,"Somos pobres con futuro como Tevez"
"tiagopzk",":(","Twitter for iPhone",20539,1781,"",1302318,":("
"emimernes_","obvio mi loco nos vamos a gira todos <U+0001F60D><U+0001F60D>","Twitter for iPhone",1898,17,"Argentina",1017029,"@Martinpdisalvo @DukiSSJ obvio mi loco nos vamos a gira todos <U+0001F60D><U+0001F60D>"
"emimernes_","me están mirando 
será el brillo de mis eyes <U+0001F48E> ","Twitter for iPhone",110760,1308,"Argentina",1017029,"me están mirando 
será el brillo de mis eyes <U+0001F48E> https://t.co/VLUBRLElmG"
"rusherkingg","Ya salió la trampa es ley de mi hermano ","Twitter for iPhone",23898,547,"Santiago del Estero, Argentina",854599,"Ya salió la trampa es ley de mi hermano @LITkillah https://t.co/ctCxZ1lYve"
"DukiSSJ","Lo d Trueno con Gorillaz no tiene sentidooooooooooooooo","Twitter for iPhone",0,1224,"LAS NUBES",2840073,"Lo d Trueno con Gorillaz no tiene sentidooooooooooooooo"
"rusherkingg","<U+0001F635><U+200D><U+0001F4AB> ","Twitter for iPhone",28373,448,"Santiago del Estero, Argentina",854599,"<U+0001F635><U+200D><U+0001F4AB> https://t.co/vWjTP3AUAq"
"tiagopzk","Tengo k meterle al gym ke esta carita d galletita tiene k agarrar forma jajajaja","Twitter for iPhone",31064,3388,"",1302318,"Tengo k meterle al gym ke esta carita d galletita tiene k agarrar forma jajajaja"
"rusherkingg","Loquito x ti","Twitter for iPhone",18673,1410,"Santiago del Estero, Argentina",854599,"Loquito x ti"
"kheayf","KHEA acaba de estrenar un nuevo tema titulado ""DELITO"" 
¿ya lo escucharon? ","Twitter for iPhone",0,53,"Argentina",1515685,"KHEA acaba de estrenar un nuevo tema titulado ""DELITO"" 
¿ya lo escucharon? https://t.co/cpbRevdFrj"
"emimernes_","que hermosa mi vida","Twitter for iPhone",302,12,"Argentina",1017029,"@believingemilia que hermosa mi vida"
"TruenoOficiaI","Gracias a todos por el amor, Argentina en la casa q no te la cuenten <U+0001F618>
","Twitter for iPhone",3869,237,"Buenos Aires, Argentina",1348060,"Gracias a todos por el amor, Argentina en la casa q no te la cuenten <U+0001F618>
https://t.co/PPcNV9sZVc"
"DukiSSJ","CHILE POOOOOO","Twitter for iPhone",0,5,"LAS NUBES",2840074,"@DukiSSJ CHILE POOOOOO"
"cazzuoficial","el amigo acá en busca de una turrita, si alguien sabe k avise. ","Twitter for iPhone",2624,66,"Buenos Aires, Argentina",1653203,"el amigo acá en busca de una turrita, si alguien sabe k avise. https://t.co/5dy4jaZdwg"
"tiagopzk","Cuando quiero desaparecer aparecen ustedes pa que no la baje tanto<U+2764><U+FE0F><U+0001F97A>","Twitter for iPhone",22143,438,"",1302318,"Cuando quiero desaparecer aparecen ustedes pa que no la baje tanto<U+2764><U+FE0F><U+0001F97A>"
