"usuario","textoLcu","fuente","favs","rt","lugar","seguidores","texto_original"
"LITkillah","Jajajajajajj lpmm ","Twitter for iPhone",10837,361,"Argentina",1569130,"Jajajajajajj lpmm https://t.co/aekAwVVdQX"
"MariaBecerra22","No podia ir<U+0001F97A> tengo mucho trabajo aca!!","Twitter for iPhone",335,9,"",2294625,"@kxvin22 No podia ir<U+0001F97A> tengo mucho trabajo aca!!"
"rusherkingg","No entiendo como tengo 21 años y todavía no puedo dormir con todas las luces apagadas la puta madre","Twitter for iPhone",19072,1027,"Santiago del Estero, Argentina",854599,"No entiendo como tengo 21 años y todavía no puedo dormir con todas las luces apagadas la puta madre"
"bizarrap","lo amo ","Twitter for iPhone",60688,967,"Buenos Aires, Argentina",3278395,"lo amo https://t.co/erKxXa8wrF"
"PauloLondra","Donde en medio de la joda nos tomamos un poco serio lo de conversar un rato. <U+0001F347>
#guardaquevoy 
#jeh
#leonesconflow 
Ya voy a practicar tranka ","Instagram",8779,383,"",1741703,"Donde en medio de la joda nos tomamos un poco serio lo de conversar un rato. <U+0001F347>
#guardaquevoy 
#jeh
#leonesconflow 
Ya voy a practicar tranka https://t.co/EEctOZAkZs"
"DukiSSJ","Nada nada, palo.
Lo de y #Quevedo no tiene sentido. 
De locos","Twitter for iPhone",0,260,"LAS NUBES",2840074,"Nada nada, palo.
Lo de @DukiSSJ @DeLaGhettoReal y #Quevedo no tiene sentido. 
De locos"
"DukiSSJ","*paulo londra emocionado el final*

the scene         /   the camera man ","Twitter for iPhone",0,7119,"LAS NUBES",2840073,"*paulo londra emocionado el final*

the scene         /   the camera man https://t.co/FtRANiMOYM"
"tiagopzk","<U+26F9><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F3C0><U+0001F51C> ","Twitter for iPhone",0,348,"",1302318,"<U+26F9><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F3C0><U+0001F51C> @NBA2KEspana https://t.co/wRdpOpXGyK"
"PauloLondra","Que lo cabro que me tiran en verdad me admiraban 
Que los que dicen mentira saben como es la verdad 
Por eso hay amor y paz 

#amorypaz
#leonesconflow
#thelifeofpaulo
#holaviteh 

A ve quiero ve un buen meme ","Instagram",3085,139,"",1741703,"Que lo cabro que me tiran en verdad me admiraban 
Que los que dicen mentira saben como es la verdad 
Por eso hay amor y paz 

#amorypaz
#leonesconflow
#thelifeofpaulo
#holaviteh 

A ve quiero ve un buen meme https://t.co/b0M38ESM51"
"LITkillah","Quedan 3 funciones todavia komo q agotadas eeeeeeee","Twitter for iPhone",3837,41,"Argentina",1569130,"@_kiki_20 Quedan 3 funciones todavia komo q agotadas eeeeeeee"
"bizarrap","<U+0001F1E6><U+0001F1F7> <U+0001F91D> <U+0001F1F5><U+0001F1F7> <U+0001F91D> <U+0001F1E6><U+0001F1F7>

Si se juntan y #Randy no hay JUNGLE que aguante <U+0001F334> ","Twitter for iPhone",0,82,"Buenos Aires, Argentina",3278395,"<U+0001F1E6><U+0001F1F7> <U+0001F91D> <U+0001F1F5><U+0001F1F7> <U+0001F91D> <U+0001F1E6><U+0001F1F7>

Si se juntan @truenooficial, @bizarrap y #Randy no hay JUNGLE que aguante <U+0001F334> https://t.co/irs1pU3sUE https://t.co/VPJzdX9Z7Y"
"TruenoOficiaI","YO CREO Q ARGENTINA ESTÁ PIDIENDO… <U+0001F605><U+0001F605>","Twitter for iPhone",19204,507,"Buenos Aires, Argentina",1348060,"YO CREO Q ARGENTINA ESTÁ PIDIENDO… @tiagopzk <U+0001F605><U+0001F605>"
